Upper East,Bawku Municipal,Bazua Community Clinic,Clinic,Bazua,Government,11.00149,-0.35429
Upper East,Bawku West,Apodabogo Feeding Centre,Others,Apodabogo,Government,10.71782,-0.46199
Upper East,Bawku West,Azuwera CHPS,CHPS,Azuwera,Government,10.79081,-0.49413
Upper East,Bawku West,Bawku West District Health Directorate,District Health Directorate,Zebilla,Government,10.93621,-0.47351
Upper East,Bawku West,Binaba Health Centre,Health Centre,Binaba,CHAG,10.76166,-0.48572
Upper East,Bawku West,Binaba Rehabilitation Centre,Others,Binaba,CHAG,10.76041,-0.48577
Upper East,Bawku West,Faith Clinic,Clinic,Asogummore,Private,10.94107,-0.48669
Upper East,Bawku West,Gbantongo Clinic,Clinic,Kukore,Government,10.8297,-0.50987
Upper East,Bawku West,Googo Clinic,Clinic,Googo,Government,11.02409,-0.41511
Upper East,Bawku West,Gossip Clinic,Clinic,Zebilla,Private,10.93885,-0.48282
Upper East,Bawku West,Kansoogo CHPS,CHPS,Kansoogo,Government,10.97189,-0.51656
Upper East,Bawku West,Kopella CHPS,CHPS,Kopella,Government,10.97189,-0.51656
Upper East,Bawku West,Naaba Akparibilla Medical Centre,Clinic,Zebilla,Private,10.97189,-0.51656
Upper East,Bawku West,Salpiiga CHPS,CHPS,Sapelliga,Government,11.0616,-0.38571
Upper East,Bawku West,Sapelliga Health Centre,Health Centre,Sapelliga,Government,11.07824,-0.40863
Upper East,Bawku West,Tanga CHPS,CHPS,Tanga-Central,Government,10.90813,-0.43994
Upper East,Bawku West,Tarikum CHPS,CHPS,Tarikum,Government,10.90813,-0.43994
Upper East,Bawku West,Teshie CHPS,CHPS,Teshie,Government,10.97864,-0.48265
Upper East,Bawku West,Tilli  Clinic,Clinic,Tilli,Government,10.88323,-0.56105
Upper East,Bawku West,Timonde CHPS,CHPS,Timonde-Natriga,Government,10.91236,-0.4065
Upper East,Bawku West,Timonde Health Centre,Health Centre,Timonde,Government,10.91238,-0.4065
Upper East,Bolgatanga Municipal,Kalbeo CHPS,Clinic,Kalbeo,Government,10.75174,-0.88293
Upper East,Bolgatanga Municipal,Bolga Health Centre,Health Centre,Damweo,Government,10.77905,-0.85375
Upper East,Bolgatanga Municipal,Nyariga Clinic,Clinic,Nyariga,Government,10.84756,-0.88225
Upper East,Bolgatanga Municipal,Bolgatanga Midwifery Training College,Training Institution,Zaare,Government,10.80552,-0.86319
Upper East,Bolgatanga Municipal,Sokabisi Clinic,Clinic,Sokabisi,Government,10.79087,-0.88137
Upper East,Bolgatanga Municipal,Police Clinic,Clinic,Bolga,Quasi-Government,10.77631,-0.85414
Upper East,Bolgatanga Municipal,Gambibgo Clinic,Clinic,Gambibgo,Government,10.75599,-0.86969
Upper East,Bolgatanga Municipal,Asankunde Memorial Clinic,Clinic,Bolga Soe,Private,10.80252,-0.84537
Upper East,Bolgatanga Municipal,Coronation Clinc,Clinic,Atulbabisi,Government,10.78846,-0.8498
Upper East,Bolgatanga Municipal,Afrikids Medical Centre,Clinic,Daporetidongo,Private,10.78885,-0.84118
Upper East,Bolgatanga Municipal,Bolgatanga Regional Hospital,Regional Hospital,Zaare,Government,10.80737,-0.8612
Upper East,Bolgatanga Municipal,Bolgatanga Municipal Health Directorate,Municipal Health Directorate,Bolgatanga,Government,10.79394,-0.85739
Upper East,Bolgatanga Municipal,Bolgatanga Nutrition Rehabilitation Centre,Others,Bolgatanga,Government,10.79226,-0.84935
Upper East,Bolgatanga Municipal,Bolgatanga Regional Health Directorate,Regional Health Directorate,Bolgatanga,Government,10.79672,-0.85762
Upper East,Bolgatanga Municipal,Bolgatanga Nurses Training College,Training Institution,Zaare,Government,10.81136,-0.85969
Upper East,Bolgatanga Municipal,Sherigu Clinic,Clinic,Sherigu,Government,10.77276,-0.91063
Upper East,Bolgatanga Municipal,Aguusi CHPS,CHPS,Aguusi,Government,10.84972,-0.91899
Upper East,Bolgatanga Municipal,Sumbrungu Clinic,Clinic,Sumbrungu,Government,10.82285,-0.93263
Upper East,Bolgatanga Municipal,Zuarungu Health Centre,Health Centre,Zuarungu,Government,10.79136,-0.79367
Upper East,Bolgatanga Municipal,Zuarungu-Moshie Clinic,Clinic,Zuarungu-Moshie,Government,10.83355,-0.7518
Upper East,Bongo,Adaboya CHPS,CHPS,Adaboya,Government,10.89957,-0.73402
Upper East,Bongo,Saporo CHPS,CHPS,Saporo,Government,10.87062,-0.74361
Upper East,Bongo,Dua Clinic,Clinic,Dua,Government,10.88062,-0.79558
Upper East,Bongo,Beo Tankoo Feeding Centre,Others,Beo Tankoo,Government,10.87191,-0.7606
Upper East,Bongo,WFP Adaboya Feeding Centre,Others,Adaboya,Government,10.89766,-0.74239
Upper East,Bongo,WFP Apatanga Feeding Centre,Others,Apatanga,Government,10.9203,-0.76522
Upper East,Bongo,WFP Saporo Feeding Centre,Others,Saporo,Government,10.87057,-0.74381
Upper East,Bongo,Balungu CHPS,CHPS,Balungu,Government,10.93802,-0.86082
Upper East,Bongo,Kunkua CHPS,CHPS,Kunkua,Government,10.87572,-0.82925
Upper East,Bongo,Anafobisi Clinic,Clinic,Anafobisi,Government,10.89636,-0.81044
Upper East,Bongo,Bongo District Health Directorate,District Health Directorate,Bongo,Government,10.91367,-0.80768
Upper East,Bongo,Bongo Hospital,District Hospital,Bongo/Wegurugo,Government,10.9145,-0.80727
Upper East,Bongo,Bogrigo Supplementary Feeding Centre,Others,Bogrigo,Government,10.90229,-0.78624
Upper East,Bongo,Bongo Nutrition Rehabilitation Centre,Others,Bongo,Government,10.91615,-0.80908
Upper East,Bongo,Bongo/Soe Health Centre,Health Centre,Bongo/Soe,Government,10.96426,-0.78193
Upper East,Bongo,Boko CHPS,CHPS,Boko,Government,10.98182,-0.8305
Upper East,Bongo,Feo Supplementary Feeding Centre,Others,Feo,Government,10.98833,-0.80436
Upper East,Bongo,Atampiisi CHPS,CHPS,Atampiisi,Government,10.91026,-0.82337
Upper East,Bongo,Namoo Health Centre,Health Centre,Namoo,Government,10.96853,-0.8477
Upper East,Bongo,Nayorogo Feeding Centre,Others,Nayorogo,Government,10.93603,-0.87385
Upper East,Bongo,Soe Feeding Centre,Others,Soe,Government,10.94951,-0.77959
Upper East,Bongo,Gowrie CHPS,CHPS,Gowrie,Government,10.85812,-0.84299
Upper East,Bongo,Vea Health Centre,Health Centre,Vea,Government,10.87557,-0.86574
Upper East,Bongo,Kodorogo CHPS,CHPS,Kodorogo,Government,10.92489,-0.90898
Upper East,Bongo,Zorko Health Centre,Health Centre,Zorko,CHAG,10.90874,-0.88592
Upper East,Bongo,Gambrongo Feeding Centre,Others,Gambrongo,Government,10.8989,-0.91111
Upper East,Bongo,Goo Feeding Centre,Others,Goo,Government,10.92679,-0.89419
Upper East,Builsa,Builsa District Health Directorate,District Health Directorate,Builsa,Government,10.73221,-1.28522
Upper East,Builsa,Namonsa CHPS,CHPS,Namonsa,Government,10.78727,-1.17157
Upper East,Builsa,Chuchuliga Health Centre,Health Centre,Azugyera,Government,10.81357,-1.18114
Upper East,Builsa,Gbedembilisi CHPS,CHPS,Gbedembilisi,Government,10.32742,-1.2467
Upper East,Builsa,Uwasi CHPS,CHPS,Uwasi,Government,10.48012,-1.22845
Upper East,Builsa,Fumbisi Health Centre,Health Centre,Fumbisi,Government,10.45675,-1.31601
Upper East,Builsa,Gbedema CHPS,CHPS,Gbedema,Government,10.51352,-1.32208
Upper East,Builsa,Kanjarga Health Centre,Health Centre,Kanjarga,Government,10.51352,-1.37316
Upper East,Builsa,Kunkwak CHPS,CHPS,Kunkwak,Government,10.59104,-1.36077
Upper East,Builsa,Kalijiisa CHPS,CHPS,Kalijiisa,Government,10.77033,-1.27422
Upper East,Builsa,Kori CHPS Centre,CHPS,Kori,Government,10.73497,-1.24604
Upper East,Builsa,Sandema RCH,Clinic,Sandema,Government,10.73339,-1.28186
Upper East,Builsa,Presby Rehabilitation Centre,Health Centre,Sandema,CHAG,10.74853,-1.27987
Upper East,Builsa,Sandema Hospital,District Hospital,Sandema,Government,10.73339,-1.28786
Upper East,Builsa,Bachongsa CHPS,CHPS,Bachongsa,Government,10.68283,-1.49208
Upper East,Builsa,Doninga Health Centre,Health Centre,Dooninga,Government,10.61591,-1.42572
Upper East,Builsa,Wupiensa CHPS,CHPS,Wupiensa,Government,10.57749,-1.4525
Upper East,Builsa,Siniensi Presby Community Clinic,Clinic,Siniensi,CHAG,10.6659,-1.35664
Upper East,Builsa,Chansa CHPS,CHPS,Chansa,Government,10.57266,-1.19271
Upper East,Builsa,Kaadema CHPS,CHPS,Kaadema,Government,10.58578,-1.2287
Upper East,Builsa,Wiaga Clinic,Health Centre,Wiaga,CHAG,10.65505,-1.25675
Upper East,Garu-Tempane,Bugri Health Centre,Health Centre,Bugri,Government,10.9694,-0.13475
Upper East,Garu-Tempane,Kuka Clinic,Clinic,Kuka,Government,11.01361,-0.18853
Upper East,Garu-Tempane,Kpattia CHPS,CHPS,Kpattia,Government,10.81342,-0.14362
Upper East,Garu-Tempane,Fame Clinic,Clinic,Benwoko,CHAG,10.8316,-0.10127
Upper East,Garu-Tempane,The Lords Clinic,Clinic,Yapala,Private,10.85364,-0.16761
Upper East,Garu-Tempane,Garu-Tempane District Health Directorate,District Health Directorate,Garu,Government,10.84937,-0.17905
Upper East,Garu-Tempane,Garu Health Centre,Health Centre,Garu,CHAG,10.84948,-0.17807
Upper East,Garu-Tempane,Garu Nutrition Rehabilitation Centre,Others,Garu,CHAG,10.84922,-0.17861
Upper East,Garu-Tempane,Songo Clinic,Health Centre,Songo,Government,10.72399,-0.28843
Upper East,Garu-Tempane,Denegu Clinic,Clinic,Denegu,Government,10.72681,-0.2212
Upper East,Garu-Tempane,Worikambo Health Centre,Health Centre,Worikambo,Government,10.7719,-0.14176
Upper East,Garu-Tempane,Sumaduri Presby Health Clinic,Clinic,Sumaduri,CHAG,10.82055,-0.05591
Upper East,Garu-Tempane,Worinyanga Health Centre,Health Centre,Woriyanga,CHAG,10.89508,-0.05591
Upper East,Garu-Tempane,Bimpeka #2 Feeding Centre,Others,Bimpeka,Government,10.89453,-0.03119
Upper East,Garu-Tempane,Woriyanga Rehabilitation Centre,Others,Woriyanga,CHAG,10.89595,-0.05564
Upper East,Kassena-Nankana,Adognia Nutrition/ Supplementary Feeding Centre,Others,Adognia,Government,10.85079,-1.26632
Upper East,Kassena-Nankana,Bawiu WFP/MOH Supplementary Feeding and Nutrition/ Education Centre,Others,Bawiu,Government,10.92386,-1.075509
Upper East,Kassena-Nankana,Biu CHPS,CHPS,Biu,Government,10.77752,-1.10178
Upper East,Kassena-Nankana,Biu Maternity/PHC,Clinic,Biu,CHAG,10.77744,-1.10156
Upper East,Kassena-Nankana West,Bugsongo/Nyangolingo CHPS,CHPS,Bugsongo/Nyangolingo,Government,10.97063,-0.92951
Upper East,Kassena-Nankana West,Chiana Health Centre,Health Centre,Chiana,Government,10.85618,-1.27802
Upper East,Kassena-Nankana,Doba CHPS,CHPS,Doba,Government,10.86488,-1.03804
Upper East,Kassena-Nankana,Gia CHPS,CHPS,Gia,Government,10.92043,-1.13178
Upper East,Kassena-Nankana,Gongnia CHPS,CHPS,Gongnia,Government,10.86893,-1.08359
Upper East,Kassena-Nankana,Gongnia Feeding Centre,Others,Gongnia,Government,10.86899,-1.08368
Upper East,Kassena-Nankana,K. N. East Health Centre,Health Centre,Bembisi,Government,10.9259,-0.95765
Upper East,Kassena-Nankana West,Kajelo CHPS,CHPS,Kajelo,Government,10.93514,-1.1245
Upper East,Kassena-Nankana West,Kalvio CHPS,CHPS,Kalvio,Government,10.83624,-1.24698
Upper East,Kassena-Nankana West,Kanania CHPS,CHPS,Kanania,Government,10.83074,-1.22417
Upper East,Kassena-Nankana,Kassena-Nankana District Health Directorate,District Health Directorate,Navrongo,Government,10.8988,-1.09183
Upper East,Kassena-Nankana West,Katiu CHPS,CHPS,Katiu,Government,10.8443,-1.27802
Upper East,Kassena-Nankana West,Kayoro CHPS,CHPS,Kayoro,Government,10.96859,-1.3301
Upper East,Kassena-Nankana West,Kayoro Health Centre,Health Centre,Kayoro,Government,10.96854,-1.33011
Upper East,Kassena-Nankana West,Kayoro/Wuru WFP/ Supplementary Feeding and Nutrition Education Centre,Others,Kayoro/Wuru,Government,10.93106,-1.32071
Upper East,Kassena-Nankana,Kologo CHPS,CHPS,Kologo,Government,10.7405,-1.07768
Upper East,Kassena-Nankana,Kologo Feeding Centre,Others,Kologo,Government,10.73533,-1.07605
Upper East,Kassena-Nankana,Kologo Health Centre,Health Centre,Kologo,Government,10.7374,-1.07817
Upper East,Kassena-Nankana,Manyoro CHPS,CHPS,Manyoro,Government,10.98142,-0.99035
Upper East,Kassena-Nankana West,Mirigu CHPS,CHPS,Mirigu,Government,10.9089,-0.99527
Upper East,Kassena-Nankana,Naaga CHPS,CHPS,Naaga,Government,10.59894,-1.02745
Upper East,Kassena-Nankana,Naaga Nutrition/ Education Centre,Others,Naaga,Government,10.59773,-1.02745
Upper East,Kassena-Nankana West,Nakolo Clinic,Clinic,Nakolo,Government,10.98988,-1.03621
Upper East,Kassena-Nankana West,Nakolo Community Clinic,Clinic,Nakolo,CHAG,10.9899,-1.03623
Upper East,Kassena-Nankana West,Nakong CHPS,CHPS,Nakong,Government,10.81418,-1.424
Upper East,Kassena-Nankana,Natugnia CHPS,CHPS,Natugnia,Government,10.96843,-0.97103
Upper East,Kassena-Nankana West,Navio CHPS,CHPS,Navio,Government,10.96497,-1.05298
Upper East,Kassena-Nankana,Navrongo Health Research Centre,Research Institution,Navrongo,Government,10.88118,-1.0875
Upper East,Kassena-Nankana,Navrongo RCH/FP Health Centre,Health Centre,Navrongo,Government,10.88299,-1.08528
Upper East,Kassena-Nankana,Navrongo Rehabilitation Centre,Others,Navrongo,Government,10.89988,-1.0895
Upper East,Kassena-Nankana,Nayagnia CHPS,CHPS,Nayagnia,Government,10.88547,-1.05459
Upper East,Kassena-Nankana,Nayagnia Nutrition/ Education Centre,Others,Nayagnia,Government,10.8843,-1.05101
Upper East,Kassena-Nankana West,Nyangania CHPS,CHPS,Nyagnia,Government,10.84255,-1.18961
Upper East,Kassena-Nankana West,Nyangania CHPS,CHPS,Nyangania,Government,10.88547,-1.05457
Upper East,Kassena-Nankana West,Paga Health Centre,Health Centre,Paga,Government,10.97053,-1.10099
Upper East,Kassena-Nankana,Pinda CHPS,CHPS,Pinda,Government,10.9845,-1.15623
Upper East,Kassena-Nankana,Pungu North CHPS,CHPS,Wusungu,Government,10.91222,-1.07443
Upper East,Talensi-Nabdam,Datuko Clinic,Clinic,Datuko,Government,10.71529,-0.64861
Upper East,Talensi-Nabdam,Ayamfooya Memorial Clinic,Clinic,Kongo,Private,10.84158,-0.69969
Upper East,Talensi-Nabdam,Nangodi Health Centre,Health Centre,Nangodi,Government,10.86307,-0.66135
Upper East,Talensi-Nabdam,Pelungu Clinic,Clinic,Pelungu,Government,10.80039,-0.69548
Upper East,Talensi-Nabdam,Talensi-Nabdam District Health Directorate,District Health Directorate,Tongo,Government,10.7142,-0.7945
Upper East,Talensi-Nabdam,Tongo Health Centre,Health Centre,Zubeogo,Government,10.71384,-0.7945
Upper East,Talensi-Nabdam,Kpatia CHPS,CHPS,Kpatia,Government,10.76205,-0.74974
Upper East,Talensi-Nabdam,Namolgo Clinic,Clinic,Namolgo,CHAG,10.73727,-0.72123
Upper East,Talensi-Nabdam,Winkogo Clinic,Clinic,Winkogo,Government,10.71774,-0.86642
Upper East,Talensi-Nabdam,Pwalugu Health centre,Health Centre,Pwalugu Soe,Government,10.61157,-0.86053
Upper East,Builsa,Mutiensa CHPS,CHPS,Mutiensa,Government,10.527006,-1.289104
Upper East,Builsa,Muzdem CHPS,CHPS,Muzdem,Government,10.527006,-1.289104
Upper East,Talensi-Nabdam,Gorogo CHPS,CHPS,Gorgo,Government,10.69666,-0.83049
Upper East,Talensi-Nabdam,Gorigo/Awaradone CHPS,CHPS,Gonigo/Awaradone,Government,10.72564,-0.87094
Upper East,Talensi-Nabdam,Duusi CHPS,CHPS,Duusi,Government,10.77934,-0.69325
Upper East,Talensi-Nabdam,Sakote CHPS,CHPS,Sakote,Government,10.79052,-0.61917
Upper East,Talensi-Nabdam,Tolla CHPS,CHPS,Tolla,Government,10.59899,-0.61462
Upper East,Talensi-Nabdam,Zanlerigu CHPS,CHPS,Zanlerigu,Government,10.80643,-0.73703
Upper East,Kassena-Nankana,Pungu South CHPS,CHPS,Pungu South,Government,10.91361,-1.06369
Upper East,Kassena-Nankana West,Sirigu Clinic,Clinic,Sirigu,CHAG,10.95793,-0.94242
Upper East,Kassena-Nankana,St. Jude Clinic,Clinic,Navrongo,Private,10.89416,-1.08853
Upper East,Kassena-Nankana,Vunania CHPS,CHPS,Vunania,Government,10.83948,-1.06925
Upper East,Kassena-Nankana,War Memorial Hospital,District Hospital,Navrongo,Government,10.88299,-1.08528
Upper East,Kassena-Nankana,Wuru CHPS,CHPS,Wuru,Government,10.88533,-1.11713
Upper East,Kassena-Nankana,Yua CHPS,CHPS,Yua,Government,10.97889,-0.91525
Upper East,Bongo,Saporo CHPS,CHPS,Saporo,Government,10.99472,-0.78336
Upper East,Bongo,Akolpolsiga CHPS,CHPS,Akolpolsiga,Government,10.99472,-0.78336
Upper East,Bongo,Feo CHPS,CHPS,Feo,Government,10.98847,-0.80548
Upper East,Bongo,Kabre CHPS,CHPS,Kabre,Government,10.94445,-0.76877
Upper East,Bongo,Wagliga CHPS,CHPS,Wagliga,Government,10.87064,-0.74359
Upper East,Bongo,Kadare CHPS,CHPS,Kadare,Government,10.94464,-0.89625
Upper East,Bawku West,Widnaba Clinic,Clinic,Widnaba,Government,10.97184,-0.56827
Upper East,Bawku West,Yarigu CHPS,CHPS,Yarigu,Government,10.95773,-0.39745
Upper East,Bawku West,Yelwoko Anglican Clinic,Clinic,Yelwoko,CHAG,10.85902,-0.49363
Upper East,Garu-Tempane,Denugu CHPS,CHPS,Denugu,Government,10.7269,-0.2212
Upper East,Garu-Tempane,KpiKpira CHPS,CHPS,Kpikpira,Government,10.81243,-0.08464
Upper East,Garu-Tempane,Sumaduri CHPS,CHPS,Sumaduri,Government,10.82053,-0.0559
Upper East,Garu-Tempane,Nagani CHPS,CHPS,Nagani,Government,10.95298,-0.01639
Upper East,Garu-Tempane,Kugasheigu CHPS,CHPS,Kugasheigu,Government,10.90886,-0.10779
Upper East,Bawku West,Zebilla  Hospital,District Hospital,Zebilla,Government,10.93621,-0.47351
Upper East,Bawku West,Zebilla RCH,RCH,Zebilla,Government,10.93621,-0.47351
Upper East,Bawku West,Zongoire CHPS,CHPS,Zongoire/Natinga,Government,10.66532,-0.41185
Upper East,Bawku West,Zongoire Health Centre,Health Centre,Bulinga,Government,10.69006,-0.43349
Upper East,Bawku Municipal,Goore Clinic,Clinic,Binduri,Government,10.935383,-0.262004
Upper East,Bawku Municipal,Kuka Clinic,Clinic,Kuka,Government,10.935383,-0.262004
Upper East,Bawku Municipal,Kulungungu CHPS,CHPS,Kulungungu,Government,10.935383,-0.262004
Upper East,Bawku Municipal,Nakom CHPS,CHPS,Nakom,Government,10.935383,-0.262004
Upper East,Bawku Municipal,Tindanatinga CHPS,CHPS,Tindanatinga,Government,10.935383,-0.262004
Upper East,Bawku Municipal,Urban West Clinic,Clinic,Bawku,Government,10.935383,-0.262004
Upper East,Bolgatanga Municipal,Katanga CHPS,CHPS,Katanga,Government,10.753681,-0.867513
Upper East,Bolgatanga Municipal,Nyokokor CHPS,CHPS,Nyokokor,Government,10.753681,-0.867513
Upper East,Bolgatanga Municipal,Yarigabisi CHPS,CHPS,Yarigabisi,Government,10.753681,-0.867513
Upper East,Bolgatanga Municipal,Yorogo-Madina CHPS,CHPS,Yorogo-Madina,Government,10.753681,-0.867513
Upper East,Garu-Tempane,Kpatia CHPS,CHPS,Kpatia,Government,10.81342,-0.14367
Upper East,Garu-Tempane,Rabito Clinic,Clinic,Garu,Government,10.663898,-0.7152749
Upper East,Talensi-Nabdam,Yinduri CHPS,CHPS,Yinduri,Government,10.663898,-0.7152749
Upper East,Talensi-Nabdam,Shia CHPS,CHPS,Shia,Government,10.754829,-0.186964
Upper East,Garu-Tempane,Basyonde Clinic,Clinic,Basyonde,Government,10.97652,-0.04856
Upper East,Builsa,Doninga Health Centre,Health Centre,Dooninga,Government,10.61591,-1.42572
Upper East,Navrongo,Navrongo Community Health Nurses Training School,Training Institution,Navrongo,Government,10.8847222,-1.0902778
Upper East,Bolgatanga Municipal,Bolgatanga Health Assistants Training School,Training Institution,Bolgatanga,Government,10.6541535,-2.5792482
